Filled container:
Container contains 10000 elements.
1: It is Fish : name = Imahd, weight = 999107, value = 0.000483, place = OCEAN
5888: It is Bird : name = Iadfp, weight = 379200, value = 0.001276, fly away = FALSE
5889: It is Fish : name = Okqsk, weight = 408162, value = 0.001276, place = LAKE
5890: It is Bird : name = Webkp, weight = 395536, value = 0.001277, fly away = TRUE
5891: It is Bird : name = Riufe, weight = 396922, value = 0.001277, fly away = TRUE
5892: It is Fish : name = Utcpm, weight = 407219, value = 0.001279, place = OCEAN
5893: It is Beast: name = Dporx, weight = 410241, value = 0.001280, type = INSECTIVORES
5894: It is Bird : name = Cnyim, weight = 400022, value = 0.001280, fly away = TRUE
5895: It is Fish : name = Uoaza, weight = 399930, value = 0.001280, place = SEA
5896: It is Bird : name = Ieezu, weight = 401264, value = 0.001281, fly away = FALSE
5897: It is Beast: name = Qenap, weight = 390947, value = 0.001282, type = PREDATOR
5898: It is Beast: name = Lvlcf, weight = 392442, value = 0.001282, type = PREDATOR
5899: It is Bird : name = Rebel, weight = 381929, value = 0.001283, fly away = TRUE
5900: It is Fish : name = Tyymx, weight = 432579, value = 0.001283, place = SEA
5901: It is Fish : name = Eqarg, weight = 386567, value = 0.001283, place = RIVER
5902: It is Fish : name = Edajy, weight = 384121, value = 0.001283, place = RIVER
5903: It is Bird : name = Khqgc, weight = 384732, value = 0.001284, fly away = TRUE
5904: It is Beast: name = Hezml, weight = 398634, value = 0.001284, type = HERBIVORES
5905: It is Fish : name = Bcitz, weight = 395319, value = 0.001285, place = SEA
5906: It is Fish : name = Mnnxd, weight = 402279, value = 0.001285, place = RIVER
5907: It is Beast: name = Jlydc, weight = 390376, value = 0.001286, type = HERBIVORES
5908: It is Fish : name = Cofsf, weight = 386486, value = 0.001286, place = OCEAN
5909: It is Beast: name = Asxrq, weight = 409711, value = 0.001286, type = PREDATOR
5910: It is Bird : name = Cnsiv, weight = 400380, value = 0.001286, fly away = FALSE
5911: It is Beast: name = Fjxrx, weight = 411950, value = 0.001287, type = INSECTIVORES
5912: It is Fish : name = Tnagy, weight = 400228, value = 0.001287, place = SEA
5913: It is Beast: name = Gnrxf, weight = 401732, value = 0.001287, type = PREDATOR
5914: It is Bird : name = Fpkvw, weight = 408700, value = 0.001287, fly away = TRUE
5915: It is Fish : name = Cipsc, weight = 386933, value = 0.001287, place = LAKE
5916: It is Fish : name = Qwqhk, weight = 407009, value = 0.001287, place = OCEAN
5917: It is Fish : name = Uvhkq, weight = 409123, value = 0.001288, place = LAKE
5918: It is Bird : name = Daxtf, weight = 390114, value = 0.001289, fly away = FALSE
5919: It is Fish : name = Jxuwu, weight = 424157, value = 0.001290, place = SEA
5920: It is Fish : name = Zqxru, weight = 429578, value = 0.001290, place = RIVER
5921: It is Fish : name = Dmnph, weight = 389955, value = 0.001290, place = SEA
5922: It is Beast: name = Anbxc, weight = 381386, value = 0.001290, type = HERBIVORES
5923: It is Bird : name = Xuywc, weight = 421412, value = 0.001291, fly away = FALSE
5924: It is Fish : name = Yjafr, weight = 393490, value = 0.001291, place = OCEAN
5925: It is Bird : name = Cxzdw, weight = 408884, value = 0.001291, fly away = FALSE
5926: It is Bird : name = Hndmq, weight = 390110, value = 0.001292, fly away = TRUE
5927: It is Bird : name = Sqzmu, weight = 421037, value = 0.001292, fly away = FALSE
5928: It is Beast: name = Cpqhu, weight = 396925, value = 0.001292, type = PREDATOR
5929: It is Fish : name = Hxjyq, weight = 411329, value = 0.001293, place = RIVER
5930: It is Fish : name = Xrcwe, weight = 402761, value = 0.001294, place = OCEAN
5931: It is Bird : name = Hajpc, weight = 375621, value = 0.001294, fly away = TRUE
5932: It is Beast: name = Uhxbp, weight = 401007, value = 0.001294, type = INSECTIVORES
5933: It is Beast: name = Mchje, weight = 375916, value = 0.001296, type = HERBIVORES
5934: It is Bird : name = Wgjiu, weight = 399815, value = 0.001296, fly away = FALSE
5935: It is Fish : name = Asnhf, weight = 382654, value = 0.001296, place = OCEAN
5936: It is Bird : name = Ovgwl, weight = 406566, value = 0.001296, fly away = TRUE
5937: It is Bird : name = Ekxmy, weight = 405567, value = 0.001297, fly away = TRUE
5938: It is Bird : name = Jmeih, weight = 379900, value = 0.001298, fly away = TRUE
5939: It is Beast: name = Tvett, weight = 412106, value = 0.001298, type = HERBIVORES
5940: It is Bird : name = Mlkzw, weight = 410557, value = 0.001298, fly away = FALSE
5941: It is Fish : name = Ndpxm, weight = 399723, value = 0.001298, place = RIVER
5942: It is Fish : name = Vizlx, weight = 416590, value = 0.001299, place = SEA
5943: It is Fish : name = Czwmn, weight = 405697, value = 0.001299, place = LAKE
5944: It is Bird : name = Ymiuc, weight = 399506, value = 0.001299, fly away = FALSE
5945: It is Bird : name = Wkhav, weight = 394857, value = 0.001299, fly away = TRUE
5946: It is Bird : name = Vltna, weight = 397861, value = 0.001299, fly away = TRUE
5947: It is Fish : name = Jzuwt, weight = 421715, value = 0.001299, place = SEA
5948: It is Fish : name = Dbwdf, weight = 374644, value = 0.001300, place = LAKE
5949: It is Beast: name = Xkdvu, weight = 407722, value = 0.001300, type = INSECTIVORES
5950: It is Fish : name = Fbbps, weight = 378905, value = 0.001301, place = SEA
5951: It is Beast: name = Hwjyt, weight = 410259, value = 0.001302, type = INSECTIVORES
5952: It is Fish : name = Qekdl, weight = 381767, value = 0.001302, place = OCEAN
5953: It is Bird : name = Ursjv, weight = 413260, value = 0.001302, fly away = TRUE
5954: It is Fish : name = Dmpqd, weight = 385458, value = 0.001302, place = LAKE
5955: It is Bird : name = Wfudo, weight = 396695, value = 0.001303, fly away = FALSE
5956: It is Beast: name = Fwggd, weight = 379759, value = 0.001303, type = PREDATOR
5957: It is Bird : name = Ezlnn, weight = 397942, value = 0.001304, fly away = FALSE
5958: It is Bird : name = Rkvxv, weight = 417873, value = 0.001304, fly away = TRUE
5959: It is Bird : name = Pmvvy, weight = 418480, value = 0.001305, fly away = FALSE
5960: It is Beast: name = Rqmfw, weight = 402352, value = 0.001305, type = PREDATOR
5961: It is Bird : name = Pnaiq, weight = 386974, value = 0.001305, fly away = TRUE
5962: It is Fish : name = Ooibv, weight = 391478, value = 0.001305, place = SEA
5963: It is Bird : name = Kzreu, weight = 405193, value = 0.001306, fly away = TRUE
5964: It is Beast: name = Hcsju, weight = 389815, value = 0.001306, type = HERBIVORES
5965: It is Bird : name = Amiih, weight = 373702, value = 0.001306, fly away = TRUE
5966: It is Fish : name = Xvssi, weight = 414033, value = 0.001307, place = RIVER
5967: It is Beast: name = Viioc, weight = 387007, value = 0.001307, type = INSECTIVORES
5968: It is Bird : name = Oezuq, weight = 406752, value = 0.001308, fly away = TRUE
5969: It is Fish : name = Exrna, weight = 389844, value = 0.001308, place = SEA
5970: It is Bird : name = Jczkr, weight = 394416, value = 0.001308, fly away = FALSE
5971: It is Beast: name = Mnupu, weight = 407224, value = 0.001309, type = INSECTIVORES
5972: It is Bird : name = Ktymq, weight = 407969, value = 0.001309, fly away = FALSE
5973: It is Fish : name = Immgn, weight = 385046, value = 0.001309, place = SEA
5974: It is Beast: name = Tamai, weight = 375835, value = 0.001309, type = HERBIVORES
5975: It is Fish : name = Cawer, weight = 380320, value = 0.001309, place = OCEAN
5976: It is Fish : name = Fsskc, weight = 386341, value = 0.001310, place = RIVER
5977: It is Fish : name = Uyoxq, weight = 419887, value = 0.001310, place = SEA
5978: It is Fish : name = Meqye, weight = 391472, value = 0.001310, place = RIVER
5979: It is Fish : name = Gjrkg, weight = 382302, value = 0.001310, place = SEA
5980: It is Fish : name = Bqufa, weight = 377596, value = 0.001311, place = SEA
5981: It is Fish : name = Fkoes, weight = 384421, value = 0.001311, place = OCEAN
5982: It is Fish : name = Yuqbx, weight = 409433, value = 0.001312, place = RIVER
5983: It is Beast: name = Eauau, weight = 378924, value = 0.001312, type = INSECTIVORES
5984: It is Beast: name = Addic, weight = 357310, value = 0.001313, type = HERBIVORES
5985: It is Fish : name = Ccfdw, weight = 370965, value = 0.001313, place = SEA
5986: It is Bird : name = Rokcy, weight = 395623, value = 0.001314, fly away = FALSE
5987: It is Fish : name = Loajc, weight = 371897, value = 0.001315, place = RIVER
5988: It is Bird : name = Clwot, weight = 395884, value = 0.001316, fly away = FALSE
5989: It is Bird : name = Lylot, weight = 404138, value = 0.001316, fly away = FALSE
5990: It is Fish : name = Fxztv, weight = 414751, value = 0.001316, place = RIVER
5991: It is Beast: name = Cophr, weight = 385603, value = 0.001317, type = INSECTIVORES
5992: It is Fish : name = Pukao, weight = 388540, value = 0.001318, place = LAKE
5993: It is Fish : name = Qynzc, weight = 404281, value = 0.001318, place = RIVER
5994: It is Fish : name = Jvdiv, weight = 390514, value = 0.001319, place = SEA
5995: It is Bird : name = Uidyk, weight = 392437, value = 0.001320, fly away = TRUE
5996: It is Beast: name = Sromb, weight = 390148, value = 0.001320, type = INSECTIVORES
5997: It is Beast: name = Huxlr, weight = 402250, value = 0.001320, type = HERBIVORES
5998: It is Bird : name = Pumyl, weight = 405162, value = 0.001320, fly away = TRUE
5999: It is Beast: name = Byvqh, weight = 395307, value = 0.001320, type = HERBIVORES
6000: It is Bird : name = Qhont, weight = 395264, value = 0.001321, fly away = TRUE
6001: It is Bird : name = Oalwe, weight = 381627, value = 0.001321, fly away = TRUE
6002: It is Bird : name = Gcdim, weight = 366345, value = 0.001321, fly away = TRUE
6003: It is Beast: name = Uxfhp, weight = 395843, value = 0.001321, type = INSECTIVORES
6004: It is Beast: name = Utdor, weight = 398092, value = 0.001321, type = INSECTIVORES
6005: It is Beast: name = Apkcb, weight = 363817, value = 0.001322, type = INSECTIVORES
6006: It is Fish : name = Lvyca, weight = 386122, value = 0.001323, place = LAKE
6007: It is Bird : name = Qtadb, weight = 371654, value = 0.001324, fly away = TRUE
6008: It is Beast: name = Lqzua, weight = 396498, value = 0.001324, type = INSECTIVORES
6009: It is Bird : name = Sgevv, weight = 394976, value = 0.001324, fly away = TRUE
6010: It is Bird : name = Wozsz, weight = 420571, value = 0.001324, fly away = TRUE
6011: It is Fish : name = Lstnp, weight = 399320, value = 0.001325, place = RIVER
6012: It is Fish : name = Hbzzp, weight = 397048, value = 0.001325, place = LAKE
6013: It is Bird : name = Wwpsu, weight = 415141, value = 0.001325, fly away = TRUE
6014: It is Fish : name = Iwity, weight = 402986, value = 0.001325, place = OCEAN
6015: It is Beast: name = Sefph, weight = 378720, value = 0.001326, type = HERBIVORES
6016: It is Fish : name = Imfaj, weight = 367379, value = 0.001326, place = RIVER
6017: It is Beast: name = Dbsdl, weight = 368825, value = 0.001326, type = INSECTIVORES
6018: It is Beast: name = Ylrcq, weight = 394422, value = 0.001326, type = INSECTIVORES
6019: It is Beast: name = Oeeqi, weight = 376251, value = 0.001326, type = INSECTIVORES
6020: It is Beast: name = Cyljk, weight = 383614, value = 0.001327, type = HERBIVORES
6021: It is Beast: name = Lafls, weight = 374895, value = 0.001328, type = INSECTIVORES
6022: It is Beast: name = Fdryd, weight = 380159, value = 0.001328, type = PREDATOR
6023: It is Fish : name = Wqivz, weight = 410054, value = 0.001329, place = OCEAN
6024: It is Beast: name = Fpiaj, weight = 368640, value = 0.001329, type = PREDATOR
6025: It is Bird : name = Szcbe, weight = 378371, value = 0.001329, fly away = TRUE
6026: It is Beast: name = Vrxmb, weight = 396107, value = 0.001330, type = INSECTIVORES
6027: It is Fish : name = Udyoq, weight = 398329, value = 0.001331, place = OCEAN
6028: It is Bird : name = Jrqka, weight = 379489, value = 0.001331, fly away = TRUE
6029: It is Beast: name = Zwpgf, weight = 395244, value = 0.001331, type = INSECTIVORES
6030: It is Fish : name = Tcbmt, weight = 380117, value = 0.001331, place = OCEAN
6031: It is Bird : name = Ikmlp, weight = 382357, value = 0.001331, fly away = FALSE
6032: It is Bird : name = Xhjcf, weight = 374821, value = 0.001331, fly away = FALSE
6033: It is Fish : name = Azodg, weight = 376142, value = 0.001332, place = SEA
6034: It is Bird : name = Vmuyb, weight = 398610, value = 0.001332, fly away = TRUE
6035: It is Fish : name = Wicwy, weight = 398568, value = 0.001332, place = SEA
6036: It is Bird : name = Mobid, weight = 368474, value = 0.001333, fly away = TRUE
6037: It is Fish : name = Ihyfm, weight = 381848, value = 0.001333, place = SEA
6038: It is Bird : name = Kfbtb, weight = 366814, value = 0.001333, fly away = FALSE
6039: It is Fish : name = Ffpll, weight = 375045, value = 0.001333, place = OCEAN
6040: It is Fish : name = Vowjb, weight = 389995, value = 0.001333, place = OCEAN
6041: It is Beast: name = Bgqlf, weight = 368892, value = 0.001334, type = HERBIVORES
6042: It is Beast: name = Obxhi, weight = 378946, value = 0.001335, type = INSECTIVORES
6043: It is Fish : name = Qawfp, weight = 382688, value = 0.001335, place = OCEAN
6044: It is Fish : name = Yjwnw, weight = 406637, value = 0.001335, place = OCEAN
6045: It is Bird : name = Plbyd, weight = 379356, value = 0.001336, fly away = TRUE
6046: It is Bird : name = Iogpy, weight = 389071, value = 0.001337, fly away = TRUE
6047: It is Beast: name = Fswas, weight = 386052, value = 0.001337, type = INSECTIVORES
6048: It is Fish : name = Xvirn, weight = 400254, value = 0.001337, place = LAKE
6049: It is Beast: name = Laeis, weight = 369550, value = 0.001337, type = INSECTIVORES
6050: It is Fish : name = Umrap, weight = 386601, value = 0.001337, place = OCEAN
6051: It is Fish : name = Syajl, weight = 385004, value = 0.001338, place = LAKE
6052: It is Fish : name = Sqjot, weight = 395404, value = 0.001338, place = RIVER
6053: It is Fish : name = Zijbk, weight = 378106, value = 0.001338, place = RIVER
6054: It is Fish : name = Rccwn, weight = 380279, value = 0.001338, place = SEA
6055: It is Fish : name = Lyuch, weight = 386174, value = 0.001339, place = SEA
6056: It is Fish : name = Ddizi, weight = 373443, value = 0.001339, place = LAKE
6057: It is Beast: name = Urnsu, weight = 403998, value = 0.001339, type = HERBIVORES
6058: It is Bird : name = Jqygm, weight = 388266, value = 0.001339, fly away = TRUE
6059: It is Fish : name = Qheec, weight = 362740, value = 0.001340, place = LAKE
6060: It is Beast: name = Mvjpk, weight = 388023, value = 0.001340, type = HERBIVORES
6061: It is Fish : name = Ugzvv, weight = 407395, value = 0.001340, place = SEA
6062: It is Beast: name = Uunef, weight = 384225, value = 0.001340, type = HERBIVORES
6063: It is Beast: name = Lxcnk, weight = 381934, value = 0.001341, type = PREDATOR
6064: It is Fish : name = Msofn, weight = 383892, value = 0.001342, place = SEA
6065: It is Fish : name = Txxoc, weight = 397971, value = 0.001342, place = LAKE
6066: It is Fish : name = Yurgm, weight = 396477, value = 0.001342, place = OCEAN
6067: It is Bird : name = Wafpn, weight = 378352, value = 0.001343, fly away = TRUE
6068: It is Bird : name = Hoofy, weight = 385021, value = 0.001343, fly away = FALSE
6069: It is Beast: name = Umlge, weight = 376563, value = 0.001344, type = HERBIVORES
6070: It is Bird : name = Dnwug, weight = 384546, value = 0.001344, fly away = TRUE
6071: It is Bird : name = Slvol, weight = 392696, value = 0.001345, fly away = FALSE
6072: It is Fish : name = Hsgsn, weight = 383016, value = 0.001345, place = RIVER
6073: It is Bird : name = Qubyu, weight = 396926, value = 0.001345, fly away = FALSE
6074: It is Bird : name = Cogod, weight = 365667, value = 0.001345, fly away = FALSE
6075: It is Bird : name = Hyzjk, weight = 392423, value = 0.001345, fly away = FALSE
6076: It is Bird : name = Mlwdz, weight = 390767, value = 0.001346, fly away = TRUE
6077: It is Bird : name = Zmteu, weight = 395656, value = 0.001347, fly away = FALSE
6078: It is Fish : name = Iesng, weight = 372617, value = 0.001347, place = LAKE
6079: It is Bird : name = Thbyi, weight = 379963, value = 0.001347, fly away = TRUE
6080: It is Fish : name = Bwizr, weight = 390109, value = 0.001348, place = LAKE
6081: It is Fish : name = Pofym, weight = 387878, value = 0.001348, place = LAKE
6082: It is Beast: name = Fjldr, weight = 369288, value = 0.001349, type = INSECTIVORES
6083: It is Bird : name = Dthrq, weight = 381881, value = 0.001349, fly away = FALSE
6084: It is Bird : name = Tpzgh, weight = 389266, value = 0.001349, fly away = FALSE
6085: It is Beast: name = Suurt, weight = 405284, value = 0.001350, type = HERBIVORES
6086: It is Bird : name = Xgbde, weight = 362782, value = 0.001351, fly away = TRUE
6087: It is Bird : name = Nxtlx, weight = 401059, value = 0.001351, fly away = TRUE
6088: It is Fish : name = Eevgq, weight = 372940, value = 0.001351, place = SEA
6089: It is Beast: name = Emtfl, weight = 372875, value = 0.001352, type = HERBIVORES
6090: It is Bird : name = Wflsz, weight = 395030, value = 0.001352, fly away = FALSE
6091: It is Beast: name = Qdslp, weight = 381677, value = 0.001352, type = INSECTIVORES
6092: It is Beast: name = Zrbis, weight = 386043, value = 0.001352, type = INSECTIVORES
6093: It is Bird : name = Daxtg, weight = 372714, value = 0.001352, fly away = TRUE
6094: It is Beast: name = Aosmr, weight = 379936, value = 0.001353, type = INSECTIVORES
6095: It is Fish : name = Agjvh, weight = 366596, value = 0.001353, place = SEA
6096: It is Beast: name = Bnbod, weight = 358272, value = 0.001354, type = HERBIVORES
6097: It is Fish : name = Jhmbn, weight = 365548, value = 0.001354, place = RIVER
6098: It is Beast: name = Riwja, weight = 375832, value = 0.001354, type = HERBIVORES
6099: It is Bird : name = Jwnvx, weight = 399398, value = 0.001355, fly away = TRUE
6100: It is Beast: name = Iiatw, weight = 376506, value = 0.001355, type = INSECTIVORES
6101: It is Bird : name = Oanpn, weight = 375022, value = 0.001355, fly away = FALSE
6102: It is Beast: name = Ocwst, weight = 389749, value = 0.001355, type = PREDATOR
6103: It is Fish : name = Egaem, weight = 353504, value = 0.001355, place = SEA
6104: It is Bird : name = Mumbp, weight = 378540, value = 0.001355, fly away = FALSE
6105: It is Bird : name = Bwgeg, weight = 362739, value = 0.001356, fly away = FALSE
6106: It is Beast: name = Lhgxm, weight = 377465, value = 0.001356, type = PREDATOR
6107: It is Bird : name = Dulrm, weight = 380161, value = 0.001357, fly away = TRUE
6108: It is Fish : name = Lljqs, weight = 381353, value = 0.001358, place = SEA
6109: It is Fish : name = Exaix, weight = 376046, value = 0.001359, place = RIVER
6110: It is Fish : name = Mfskn, weight = 375867, value = 0.001360, place = RIVER
6111: It is Bird : name = Tszts, weight = 405970, value = 0.001360, fly away = FALSE
6112: It is Beast: name = Imskp, weight = 379473, value = 0.001360, type = PREDATOR
6113: It is Bird : name = Njktq, weight = 382380, value = 0.001360, fly away = FALSE
6114: It is Beast: name = Mietj, weight = 371269, value = 0.001360, type = INSECTIVORES
6115: It is Fish : name = Yzdey, weight = 391634, value = 0.001361, place = RIVER
6116: It is Bird : name = Bnkao, weight = 360718, value = 0.001361, fly away = TRUE
6117: It is Fish : name = Vgixb, weight = 376138, value = 0.001361, place = SEA
6118: It is Bird : name = Ozuio, weight = 392287, value = 0.001361, fly away = TRUE
6119: It is Bird : name = Gkhmh, weight = 363542, value = 0.001362, fly away = TRUE
6120: It is Beast: name = Omotd, weight = 378050, value = 0.001362, type = HERBIVORES
6121: It is Bird : name = Ntbcv, weight = 373642, value = 0.001362, fly away = FALSE
6122: It is Bird : name = Tqwog, weight = 388882, value = 0.001363, fly away = TRUE
6123: It is Beast: name = Lymlm, weight = 383700, value = 0.001363, type = HERBIVORES
6124: It is Fish : name = Ujwfn, weight = 382772, value = 0.001364, place = OCEAN
6125: It is Beast: name = Wurfv, weight = 394489, value = 0.001364, type = HERBIVORES
6126: It is Bird : name = Mjcxz, weight = 383825, value = 0.001365, fly away = FALSE
6127: It is Fish : name = Lkvwf, weight = 382348, value = 0.001365, place = LAKE
6128: It is Bird : name = Esuib, weight = 368830, value = 0.001366, fly away = FALSE
6129: It is Beast: name = Apwne, weight = 370870, value = 0.001367, type = PREDATOR
6130: It is Bird : name = Pbblb, weight = 352571, value = 0.001367, fly away = FALSE
6131: It is Fish : name = Oorpv, weight = 390507, value = 0.001367, place = SEA
6132: It is Bird : name = Phjqs, weight = 378475, value = 0.001369, fly away = TRUE
6133: It is Bird : name = Wkvoc, weight = 381179, value = 0.001369, fly away = TRUE
6134: It is Fish : name = Fdixk, weight = 366552, value = 0.001370, place = OCEAN
6135: It is Fish : name = Ecxbv, weight = 368007, value = 0.001370, place = OCEAN
6136: It is Beast: name = Udvsz, weight = 394075, value = 0.001370, type = HERBIVORES
6137: It is Beast: name = Lehct, weight = 361784, value = 0.001371, type = HERBIVORES
6138: It is Fish : name = Vcqwy, weight = 392339, value = 0.001371, place = RIVER
6139: It is Fish : name = Ygxew, weight = 387916, value = 0.001371, place = RIVER
6140: It is Fish : name = Ofssk, weight = 377491, value = 0.001372, place = LAKE
6141: It is Beast: name = Yfxlr, weight = 388397, value = 0.001372, type = PREDATOR
6142: It is Bird : name = Ulcjx, weight = 377459, value = 0.001372, fly away = FALSE
6143: It is Bird : name = Neejs, weight = 365038, value = 0.001372, fly away = TRUE
6144: It is Bird : name = Xxsqa, weight = 388194, value = 0.001373, fly away = TRUE
6145: It is Fish : name = Jtjos, weight = 380157, value = 0.001373, place = LAKE
6146: It is Bird : name = Wytce, weight = 381610, value = 0.001373, fly away = TRUE
6147: It is Bird : name = Pbagj, weight = 352338, value = 0.001374, fly away = FALSE
6148: It is Bird : name = Avbpg, weight = 361013, value = 0.001374, fly away = FALSE
6149: It is Bird : name = Kibir, weight = 361663, value = 0.001374, fly away = TRUE
6150: It is Beast: name = Eholb, weight = 356527, value = 0.001374, type = PREDATOR
6151: It is Beast: name = Fxezo, weight = 381214, value = 0.001375, type = INSECTIVORES
6152: It is Bird : name = Ntnne, weight = 374526, value = 0.001375, fly away = FALSE
6153: It is Fish : name = Dwkac, weight = 356267, value = 0.001375, place = RIVER
6154: It is Fish : name = Qrddx, weight = 374381, value = 0.001376, place = RIVER
6155: It is Bird : name = Wpmzv, weight = 398369, value = 0.001376, fly away = TRUE
6156: It is Bird : name = Psqhi, weight = 375804, value = 0.001376, fly away = FALSE
6157: It is Fish : name = Fledd, weight = 348161, value = 0.001376, place = RIVER
6158: It is Beast: name = Wfdga, weight = 355428, value = 0.001376, type = PREDATOR
6159: It is Beast: name = Yvbpf, weight = 377059, value = 0.001376, type = INSECTIVORES
6160: It is Fish : name = Iyble, weight = 363805, value = 0.001377, place = OCEAN
6161: It is Fish : name = Vdyvr, weight = 391259, value = 0.001378, place = RIVER
6162: It is Fish : name = Rrgqf, weight = 372743, value = 0.001379, place = RIVER
6163: It is Beast: name = Atvwb, weight = 374113, value = 0.001379, type = INSECTIVORES
6164: It is Bird : name = Ybmej, weight = 364563, value = 0.001380, fly away = FALSE
6165: It is Fish : name = Cbfbb, weight = 335548, value = 0.001380, place = OCEAN
6166: It is Fish : name = Inotk, weight = 374652, value = 0.001380, place = LAKE
6167: It is Fish : name = Ovjrs, weight = 385474, value = 0.001380, place = OCEAN
6168: It is Fish : name = Zfnmk, weight = 375271, value = 0.001380, place = SEA
6169: It is Fish : name = Yqzmu, weight = 398412, value = 0.001380, place = LAKE
6170: It is Bird : name = Csvob, weight = 368707, value = 0.001380, fly away = FALSE
6171: It is Fish : name = Mtaee, weight = 356315, value = 0.001381, place = OCEAN
6172: It is Beast: name = Izdup, weight = 379451, value = 0.001381, type = INSECTIVORES
6173: It is Beast: name = Pkjel, weight = 363443, value = 0.001381, type = INSECTIVORES
6174: It is Fish : name = Bmroh, weight = 364786, value = 0.001382, place = LAKE
6175: It is Bird : name = Jgbdr, weight = 353922, value = 0.001382, fly away = TRUE
6176: It is Bird : name = Inxvz, weight = 392954, value = 0.001382, fly away = FALSE
6177: It is Beast: name = Fwjby, weight = 371928, value = 0.001382, type = PREDATOR
6178: It is Bird : name = Jbgoh, weight = 354483, value = 0.001382, fly away = TRUE
6179: It is Beast: name = Ukzdc, weight = 370863, value = 0.001383, type = INSECTIVORES
6180: It is Bird : name = Dcztb, weight = 363603, value = 0.001383, fly away = TRUE
6181: It is Fish : name = Jswbx, weight = 380175, value = 0.001384, place = SEA
6182: It is Fish : name = Chrnh, weight = 360633, value = 0.001384, place = LAKE
6183: It is Bird : name = Ojkqf, weight = 366414, value = 0.001384, fly away = TRUE
6184: It is Fish : name = Gjbfb, weight = 343274, value = 0.001384, place = LAKE
6185: It is Beast: name = Qnoqk, weight = 377058, value = 0.001384, type = PREDATOR
6186: It is Bird : name = Fvbyh, weight = 368948, value = 0.001385, fly away = TRUE
6187: It is Beast: name = Nlsfq, weight = 372472, value = 0.001385, type = HERBIVORES
6188: It is Bird : name = Nbizg, weight = 365187, value = 0.001386, fly away = FALSE
6189: It is Fish : name = Peirb, weight = 359329, value = 0.001386, place = LAKE
6190: It is Bird : name = Ccyvd, weight = 364345, value = 0.001386, fly away = FALSE
6191: It is Beast: name = Qvvlg, weight = 380893, value = 0.001386, type = INSECTIVORES
6192: It is Fish : name = Zvleo, weight = 380812, value = 0.001387, place = RIVER
6193: It is Bird : name = Pflru, weight = 375723, value = 0.001387, fly away = FALSE
6194: It is Beast: name = Rnwja, weight = 370610, value = 0.001387, type = PREDATOR
6195: It is Beast: name = Bqhyc, weight = 362667, value = 0.001387, type = PREDATOR
6196: It is Fish : name = Krygn, weight = 376895, value = 0.001388, place = RIVER
6197: It is Bird : name = Kdqvr, weight = 374701, value = 0.001388, fly away = FALSE
6198: It is Fish : name = Aeomd, weight = 350175, value = 0.001388, place = LAKE
6199: It is Beast: name = Lkedh, weight = 351606, value = 0.001388, type = HERBIVORES
6200: It is Fish : name = Ydckj, weight = 360887, value = 0.001388, place = SEA
6201: It is Beast: name = Zxqog, weight = 386803, value = 0.001388, type = HERBIVORES
6202: It is Bird : name = Pbzqa, weight = 367117, value = 0.001389, fly away = TRUE
6203: It is Bird : name = Ifbjz, weight = 360520, value = 0.001390, fly away = FALSE
6204: It is Beast: name = Endjd, weight = 348990, value = 0.001390, type = PREDATOR
6205: It is Beast: name = Rnnwz, weight = 390679, value = 0.001390, type = HERBIVORES
6206: It is Beast: name = Pqfgi, weight = 361872, value = 0.001390, type = INSECTIVORES
6207: It is Beast: name = Nceoi, weight = 355382, value = 0.001390, type = INSECTIVORES
6208: It is Beast: name = Aqjal, weight = 351664, value = 0.001391, type = PREDATOR
6209: It is Bird : name = Nenhw, weight = 368100, value = 0.001391, fly away = TRUE
6210: It is Beast: name = Hhoqp, weight = 368079, value = 0.001391, type = HERBIVORES
6211: It is Fish : name = Efjyp, weight = 366635, value = 0.001391, place = OCEAN
6212: It is Fish : name = Pmlaf, weight = 356507, value = 0.001391, place = OCEAN
6213: It is Beast: name = Qxvuo, weight = 393004, value = 0.001392, type = HERBIVORES
6214: It is Beast: name = Xvcts, weight = 384956, value = 0.001392, type = PREDATOR
6215: It is Fish : name = Dsgyn, weight = 371274, value = 0.001393, place = RIVER
6216: It is Fish : name = Mwkzv, weight = 389915, value = 0.001393, place = SEA
6217: It is Beast: name = Zkedg, weight = 359749, value = 0.001393, type = HERBIVORES
6218: It is Beast: name = Pwowk, weight = 384792, value = 0.001393, type = INSECTIVORES
6219: It is Bird : name = Wboqq, weight = 374733, value = 0.001393, fly away = FALSE
6220: It is Fish : name = Adijf, weight = 342837, value = 0.001394, place = LAKE
6221: It is Fish : name = Kbegw, weight = 355466, value = 0.001395, place = LAKE
6222: It is Beast: name = Lpyoq, weight = 381974, value = 0.001395, type = PREDATOR
6223: It is Beast: name = Lallk, weight = 355250, value = 0.001396, type = PREDATOR
6224: It is Beast: name = Tyald, weight = 365223, value = 0.001396, type = PREDATOR
6225: It is Fish : name = Autpu, weight = 377389, value = 0.001396, place = RIVER
6226: It is Bird : name = Lnnqv, weight = 377379, value = 0.001396, fly away = FALSE
6227: It is Bird : name = Amuxj, weight = 370011, value = 0.001397, fly away = FALSE
6228: It is Fish : name = Ladkj, weight = 347804, value = 0.001397, place = RIVER
6229: It is Bird : name = Brqxo, weight = 374828, value = 0.001398, fly away = TRUE
